"ROUTE","MP_BEG","MP_END","DIST","URBAN","FUNCLASS","SPEEDLIM","LN_THRU_WIDTH","LN_TOTAL","LN_THRU","LN_LTURN","LN_RTURN","LN_TWOWAY","LN_TWMED","LN_ACCEL","LN_DECEL","LN_PASS","LN_AUX","LN_HOV","LN_TRAN","LN_BIKE","LN_GRAVEL","LN_OTHER","LN_LSHLDR","LN_RSHLDR","LN_ISLPNT","LN_ISLRDS","YEAR","AADT","SUTRK","CUTRK","CRASH_ALL","CRASH_K","CRASH_A","CRASH_B","CRASH_C","CRASH_O","CRASH_ONEVEH","CRASH_SEATBELT","CRASH_PED","CRASH_BIKE"
"0040P",77.533,78.38,0.846999999999994,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2017,6300,0.098269368,0.143620469,3,0,0,0,1,2,3,0,0,0
"0040P",78.38,78.923,0.543000000000006,FALSE,"Other Principal Arterial",65,12,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2017,6300,0.098269368,0.143620469,1,0,0,0,0,1,1,0,0,0
"0040P",78.923,79.68,0.757000000000005,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2017,6300,0.098269368,0.143620469,0,0,0,0,0,0,0,0,0,0
"0040P",79.68,82.156,2.476,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,6300,0.098269368,0.143620469,4,0,0,0,1,3,3,1,0,0
"0040P",82.156,84.492,2.336,FALSE,"Other Principal Arterial",65,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,6300,0.098269368,0.143620469,1,0,0,0,0,1,1,0,0,0
"0040P",84.492,85.931,1.43899999999999,FALSE,"Other Principal Arterial",65,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,6300,0.098269368,0.143620469,3,0,0,0,1,2,3,0,0,0
"0040P",85.931,86.073,0.141999999999996,FALSE,"Other Principal Arterial",65,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,6300,0.098269368,0.143620469,0,0,0,0,0,0,0,0,0,0
"0040P",86.073,86.165,0.092000000000013,FALSE,"Other Principal Arterial",40,15,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,6300,0.098269368,0.143620469,2,0,0,0,0,2,2,0,0,0
"0040P",86.165,86.255,0.0899999999999892,FALSE,"Other Principal Arterial",40,15,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9600,0.108973341,0.14210617,0,0,0,0,0,0,0,0,0,0
"0040P",86.255,86.342,0.0870000000000033,FALSE,"Other Principal Arterial",40,15,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9600,0.108973341,0.14210617,0,0,0,0,0,0,0,0,0,0
"0040P",86.342,86.434,0.0919999999999987,FALSE,"Other Principal Arterial",30,15,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9600,0.108973341,0.14210617,0,0,0,0,0,0,0,0,0,0
"0040P",86.434,86.524,0.0900000000000034,FALSE,"Other Principal Arterial",30,15,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9600,0.108973341,0.14210617,0,0,0,0,0,0,0,0,0,0
"0040P",86.524,86.617,0.0930000000000035,FALSE,"Other Principal Arterial",30,15,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9600,0.108973341,0.14210617,0,0,0,0,0,0,0,0,0,0
"0040P",86.617,86.709,0.0919999999999987,FALSE,"Other Principal Arterial",30,15,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9600,0.108973341,0.14210617,1,0,0,0,0,1,0,0,0,0
"0040P",86.709,86.799,0.0900000000000034,FALSE,"Other Principal Arterial",30,13,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9600,0.108973341,0.14210617,0,0,0,0,0,0,0,0,0,0
"0040P",86.799,86.899,0.0999999999999943,FALSE,"Other Principal Arterial",30,13,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,7800,0.119677315,0.140591872,0,0,0,0,0,0,0,0,0,0
"0040P",86.899,87.334,0.435000000000002,FALSE,"Other Principal Arterial",30,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,6600,0.130381288,0.139077573,0,0,0,0,0,0,0,0,0,0
"0040P",87.334,87.534,0.200000000000003,FALSE,"Other Principal Arterial",45,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,6600,0.130381288,0.139077573,0,0,0,0,0,0,0,0,0,0
"0040P",87.534,87.88,0.345999999999989,FALSE,"Other Principal Arterial",45,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,6600,0.130381288,0.139077573,0,0,0,0,0,0,0,0,0,0
"0040P",87.88,88.807,0.927000000000007,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,6600,0.130381288,0.139077573,2,0,0,0,0,2,2,0,0,0
"0040P",88.807,89.441,0.634,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,6600,0.130381288,0.139077573,2,0,0,0,0,2,1,0,0,0
"0040P",89.441,90.112,0.670999999999992,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,6600,0.130381288,0.139077573,0,0,0,0,0,0,0,0,0,0
"0040P",90.112,91.883,1.771,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2017,6600,0.130381288,0.139077573,4,0,0,1,0,3,4,1,0,0
"0040P",91.883,92.065,0.182000000000002,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2017,6600,0.130381288,0.139077573,0,0,0,0,0,0,0,0,0,0
"0040P",92.065,92.562,0.497,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,6600,0.130381288,0.139077573,1,0,0,0,0,1,1,0,0,0
"0040P",92.562,95.283,2.721,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,6600,0.130381288,0.139077573,2,0,0,1,0,1,0,0,0,0
"0040P",95.283,95.671,0.388000000000005,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,6600,0.130381288,0.139077573,3,0,0,0,1,2,2,0,0,0
"0040P",95.671,96.58,0.908999999999992,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,6600,0.130381288,0.139077573,0,0,0,0,0,0,0,0,0,0
"0040P",96.58,96.838,0.257999999999996,FALSE,"Other Principal Arterial",65,13,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2017,6600,0.130381288,0.139077573,2,0,0,1,0,1,2,0,0,0
"0040P",96.838,97.592,0.754000000000005,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,5700,0.141085262,0.137563274,1,0,0,0,0,1,1,0,0,0
"0040P",97.592,98.1,0.507999999999996,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,5700,0.141085262,0.137563274,1,0,0,0,0,1,1,0,0,0
"0040P",98.1,98.609,0.509,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,5700,0.141085262,0.137563274,0,0,0,0,0,0,0,0,0,0
"0040P",98.609,99.4,0.791000000000011,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,5700,0.141085262,0.137563274,4,0,0,0,1,3,4,0,0,0
"0040P",99.4,100.524,1.124,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,5700,0.141085262,0.137563274,0,0,0,0,0,0,0,0,0,0
"0040P",100.524,100.654,0.129999999999995,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,5700,0.141085262,0.137563274,0,0,0,0,0,0,0,0,0,0
"0040P",100.654,100.779,0.125,FALSE,"Other Principal Arterial",65,13,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2017,5700,0.141085262,0.137563274,0,0,0,0,0,0,0,0,0,0
"0040P",100.779,101.88,1.101,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,5700,0.141085262,0.137563274,6,0,0,0,0,6,3,0,0,0
"0040P",101.88,102.443,0.563000000000002,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,5700,0.141085262,0.137563274,0,0,0,0,0,0,0,0,0,0
"0040P",102.443,102.984,0.540999999999997,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,5700,0.141085262,0.137563274,1,0,0,0,0,1,1,0,0,0
"0040P",102.984,103.532,0.548000000000002,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,5700,0.141085262,0.137563274,1,0,0,0,0,1,1,0,0,0
"0040P",103.532,104.085,0.552999999999997,FALSE,"Other Principal Arterial",65,12,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2017,5700,0.141085262,0.137563274,0,0,0,0,0,0,0,0,0,0
"0040P",104.085,104.709,0.624000000000009,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,5700,0.141085262,0.137563274,1,0,0,0,0,1,1,1,0,0
"0040P",104.709,104.91,0.200999999999993,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,5700,0.141085262,0.137563274,1,0,0,0,0,1,1,0,0,0
"0040P",104.91,105.012,0.102000000000004,FALSE,"Other Principal Arterial",55,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,5700,0.141085262,0.137563274,0,0,0,0,0,0,0,0,0,0
"0040P",105.012,105.053,0.0409999999999968,FALSE,"Other Principal Arterial",55,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,5700,0.141085262,0.137563274,0,0,0,0,0,0,0,0,0,0
"0040P",105.053,105.114,0.061000000000007,FALSE,"Other Principal Arterial",55,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,5700,0.141085262,0.137563274,0,0,0,0,0,0,0,0,0,0
"0040P",105.114,105.205,0.090999999999994,FALSE,"Other Principal Arterial",55,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,5700,0.141085262,0.137563274,1,0,0,0,0,1,0,0,0,0
"0040P",105.205,105.247,0.0420000000000016,FALSE,"Other Principal Arterial",55,12,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,8600,0.151789236,0.136048976,0,0,0,0,0,0,0,0,0,0
"0040P",105.247,105.592,0.344999999999999,FALSE,"Other Principal Arterial",55,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,8100,0.162493209,0.134534677,0,0,0,0,0,0,0,0,0,0
"0040P",105.592,106.131,0.539000000000001,FALSE,"Other Principal Arterial",65,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,8100,0.162493209,0.134534677,2,0,0,0,0,2,2,0,0,0
"0040P",106.131,106.666,0.534999999999997,FALSE,"Other Principal Arterial",65,11,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,8100,0.162493209,0.134534677,1,0,0,0,0,1,0,0,0,0
"0040P",106.666,107.618,0.951999999999998,FALSE,"Other Principal Arterial",65,11,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,8100,0.162493209,0.134534677,2,0,0,0,0,2,2,0,0,0
"0040P",107.618,107.688,0.0700000000000074,FALSE,"Other Principal Arterial",65,11,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,8100,0.162493209,0.134534677,0,0,0,0,0,0,0,0,0,0
"0040P",107.688,107.866,0.177999999999997,FALSE,"Other Principal Arterial",65,11,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,8100,0.162493209,0.134534677,0,0,0,0,0,0,0,0,0,0
"0040P",107.866,108.376,0.510000000000005,FALSE,"Other Principal Arterial",65,11,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,8100,0.162493209,0.134534677,2,0,0,0,0,2,2,0,0,0
"0040P",108.376,108.54,0.164000000000001,FALSE,"Other Principal Arterial",65,12,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,8100,0.162493209,0.134534677,1,0,0,0,0,1,1,0,0,0
"0040P",108.54,108.985,0.444999999999993,FALSE,"Other Principal Arterial",65,12,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,8100,0.162493209,0.134534677,0,0,0,0,0,0,0,0,0,0
"0040P",108.985,109.452,0.466999999999999,FALSE,"Other Principal Arterial",65,12,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,8100,0.162493209,0.134534677,0,0,0,0,0,0,0,0,0,0
"0040P",109.452,109.539,0.0870000000000033,FALSE,"Other Principal Arterial",65,12,5,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2017,8100,0.162493209,0.134534677,1,0,0,0,0,1,1,0,0,0
"0040P",109.539,110.431,0.891999999999996,FALSE,"Other Principal Arterial",65,12,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,8100,0.162493209,0.134534677,0,0,0,0,0,0,0,0,0,0
"0040P",110.431,110.486,0.0550000000000068,FALSE,"Other Principal Arterial",55,12,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,9700,0.173197183,0.133020378,0,0,0,0,0,0,0,0,0,0
"0040P",110.486,111.347,0.86099999999999,FALSE,"Other Principal Arterial",55,12,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,9700,0.173197183,0.133020378,0,0,0,0,0,0,0,0,0,0
"0040P",111.347,111.493,0.146000000000001,FALSE,"Other Principal Arterial",55,12,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,9700,0.173197183,0.133020378,0,0,0,0,0,0,0,0,0,0
"0040P",111.493,112.66,1.167,FALSE,"Other Principal Arterial",55,14,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11000,0.221450025,0.130404892,2,0,0,0,0,2,1,0,0,0
"0040P",112.66,112.674,0.01400000000001,FALSE,"Other Principal Arterial",55,14,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11000,0.221450025,0.130404892,0,0,0,0,0,0,0,0,0,0
"0040P",112.674,113.133,0.458999999999989,FALSE,"Other Principal Arterial",55,14,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11000,0.221450025,0.130404892,0,0,0,0,0,0,0,0,0,0
"0040P",113.133,113.191,0.0580000000000069,FALSE,"Other Principal Arterial",55,14,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11000,0.221450025,0.130404892,0,0,0,0,0,0,0,0,0,0
"0040P",113.191,113.248,0.0570000000000022,TRUE,"Other Principal Arterial",55,14,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11000,0.221450025,0.130404892,0,0,0,0,0,0,0,0,0,0
"0040P",113.248,113.409,0.161000000000001,TRUE,"Other Principal Arterial",55,14,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11000,0.221450025,0.130404892,1,0,0,0,0,1,1,0,0,0
"0040P",113.409,113.558,0.149000000000001,TRUE,"Other Principal Arterial",40,14,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11000,0.221450025,0.130404892,2,0,0,0,0,2,2,0,0,0
"0040P",113.558,113.688,0.129999999999995,FALSE,"Other Principal Arterial",40,14,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11000,0.221450025,0.130404892,0,0,0,0,0,0,0,0,0,0
"0040P",113.688,113.846,0.158000000000001,TRUE,"Other Principal Arterial",40,14,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11000,0.221450025,0.130404892,0,0,0,0,0,0,0,0,0,0
"0040P",113.846,114.012,0.165999999999997,TRUE,"Other Principal Arterial",40,14,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11000,0.221450025,0.130404892,0,0,0,0,0,0,0,0,0,0
"0040P",114.012,114.114,0.102000000000004,TRUE,"Other Principal Arterial",40,14,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11000,0.221450025,0.130404892,0,0,0,0,0,0,0,0,0,0
"0040P",114.114,114.204,0.0899999999999892,TRUE,"Other Principal Arterial",40,14,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11000,0.221450025,0.130404892,1,0,0,0,0,1,0,0,0,0
"0040P",114.204,114.299,0.0950000000000131,TRUE,"Other Principal Arterial",40,14,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11000,0.221450025,0.130404892,1,0,0,0,0,1,0,0,0,0
"0040P",114.299,114.391,0.0919999999999987,TRUE,"Other Principal Arterial",40,14,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11000,0.221450025,0.130404892,1,0,0,0,0,1,0,0,0,0
"0040P",114.391,114.486,0.0949999999999989,TRUE,"Other Principal Arterial",40,14,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11000,0.221450025,0.130404892,0,0,0,0,0,0,0,0,0,0
"0040P",114.486,114.576,0.0899999999999892,TRUE,"Other Principal Arterial",40,14,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11000,0.221450025,0.130404892,1,0,0,0,0,1,0,0,0,0
"0040P",114.576,114.657,0.0810000000000031,TRUE,"Other Principal Arterial",40,14,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11000,0.221450025,0.130404892,2,0,0,0,0,2,0,0,0,0
"0040P",114.657,114.733,0.0760000000000076,TRUE,"Other Principal Arterial",40,14,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11000,0.221450025,0.130404892,2,0,0,0,0,2,0,1,0,0
"0040P",114.733,114.82,0.0869999999999891,TRUE,"Other Principal Arterial",40,12,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,11000,0.221450025,0.130404892,0,0,0,0,0,0,0,0,0,0
"0040P",114.82,114.843,0.0230000000000103,TRUE,"Other Principal Arterial",40,12,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,11000,0.221450025,0.130404892,0,0,0,0,0,0,0,0,0,0
"0040P",114.843,114.92,0.0769999999999982,TRUE,"Other Principal Arterial",40,12,5,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,16000,0.269696435,0.127789754,4,0,0,0,0,4,1,0,0,0
"0040P",114.92,114.979,0.0589999999999975,TRUE,"Other Principal Arterial",35,12,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,16000,0.269696435,0.127789754,0,0,0,0,0,0,0,0,0,0
"0040P",114.979,115.069,0.0900000000000034,TRUE,"Other Principal Arterial",35,12,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,16000,0.269696435,0.127789754,0,0,0,0,0,0,0,0,0,0
"0040P",115.069,115.173,0.103999999999999,TRUE,"Other Principal Arterial",35,12,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,16000,0.269696435,0.127789754,1,0,0,0,0,1,0,0,0,0
"0040P",115.173,115.225,0.0519999999999925,TRUE,"Other Principal Arterial",35,12,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,16000,0.269696435,0.127789754,4,0,0,0,0,4,0,1,0,0
"0040P",115.225,115.416,0.191000000000003,TRUE,"Other Principal Arterial",35,12,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,16000,0.269696435,0.127789754,2,0,0,0,0,2,0,0,0,0
"0040P",115.416,116.414,0.998000000000005,FALSE,"Other Principal Arterial",50,12,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,12000,0.317936413,0.125174965,6,0,0,0,1,5,4,0,0,0
"0040P",116.414,117.407,0.992999999999995,FALSE,"Other Principal Arterial",60,12,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,12000,0.317936413,0.125174965,1,0,0,0,1,0,1,0,0,0
"0040P",116.414,117.407,0.992999999999995,FALSE,"Other Principal Arterial",60,12,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,12000,0.317936413,0.125174965,1,0,0,0,1,0,1,0,0,0
"0040P",117.407,117.524,0.117000000000004,FALSE,"Other Principal Arterial",60,12,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,12000,0.317936413,0.125174965,0,0,0,0,0,0,0,0,0,0
"0040P",117.524,118.114,0.590000000000003,FALSE,"Other Principal Arterial",60,12,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,11000,0.283080282,0.134122244,1,0,0,0,0,1,1,0,0,0
"0040P",118.114,118.291,0.176999999999992,FALSE,"Other Principal Arterial",60,11,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,11000,0.283080282,0.134122244,1,0,0,0,0,1,0,0,0,0
"0040P",118.291,118.402,0.111000000000004,FALSE,"Other Principal Arterial",60,11,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,11000,0.283080282,0.134122244,1,0,0,0,1,0,0,0,0,0
"0040P",118.402,118.726,0.323999999999998,FALSE,"Other Principal Arterial",60,11,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,11000,0.283080282,0.134122244,2,0,0,0,0,2,2,0,0,0
"0040P",118.726,119.403,0.677000000000007,FALSE,"Other Principal Arterial",60,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,11000,0.283080282,0.134122244,3,0,0,0,1,2,1,0,0,0
"0040P",119.403,119.654,0.250999999999991,FALSE,"Other Principal Arterial",60,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,11000,0.283080282,0.134122244,1,0,0,0,0,1,0,0,0,0
"0040P",119.654,120.397,0.743000000000009,FALSE,"Other Principal Arterial",60,12,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2017,11000,0.283080282,0.134122244,4,0,0,0,1,3,4,1,0,0
"0040P",120.397,121.404,1.00699999999999,FALSE,"Other Principal Arterial",60,12,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2017,11000,0.283080282,0.134122244,3,0,0,0,0,3,3,0,0,0
"0040P",121.404,121.411,0.007000000000005,FALSE,"Other Principal Arterial",50,12,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2017,11000,0.283080282,0.134122244,0,0,0,0,0,0,0,0,0,0
"0040P",121.411,122.411,1,FALSE,"Other Principal Arterial",60,12,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2017,7900,0.24821718,0.143071313,4,0,0,0,1,3,1,0,0,0
"0040P",122.411,122.581,0.170000000000002,FALSE,"Other Principal Arterial",60,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,7900,0.24821718,0.143071313,0,0,0,0,0,0,0,0,0,0
"0040P",122.581,123.398,0.816999999999993,FALSE,"Other Principal Arterial",60,12,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,7900,0.24821718,0.143071313,3,0,0,0,0,3,3,0,0,0
"0040P",123.398,123.508,0.109999999999999,FALSE,"Other Principal Arterial",60,12,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,7900,0.24821718,0.143071313,0,0,0,0,0,0,0,0,0,0
"0040P",123.508,123.706,0.198000000000008,FALSE,"Other Principal Arterial",60,12,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2017,7900,0.24821718,0.143071313,0,0,0,0,0,0,0,0,0,0
"0040P",123.706,123.801,0.0949999999999989,FALSE,"Other Principal Arterial",60,12,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2017,7900,0.24821718,0.143071313,0,0,0,0,0,0,0,0,0,0
"0040P",123.801,123.874,0.0729999999999933,FALSE,"Other Principal Arterial",60,12,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,7900,0.24821718,0.143071313,0,0,0,0,0,0,0,0,0,0
"0040P",123.874,124.373,0.499000000000009,FALSE,"Other Principal Arterial",65,12,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2017,7900,0.24821718,0.143071313,2,0,0,0,1,1,1,0,0,0
"0040P",124.373,125.421,1.048,FALSE,"Other Principal Arterial",65,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,7900,0.24821718,0.143071313,4,0,1,0,0,3,3,0,0,0
"0040P",125.421,132.683,7.26199999999999,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2017,6700,0.3128,0.1682,8,0,0,0,1,7,7,0,0,0
"0040P",132.683,140.791,8.108,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2017,6700,0.3128,0.1682,14,1,0,2,7,4,5,2,0,0
"0040P",140.791,141.101,0.310000000000002,TRUE,"Other Principal Arterial",65,12,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2017,6700,0.3128,0.1682,4,0,0,0,0,4,4,0,0,0
"0040P",141.101,141.374,0.272999999999996,TRUE,"Other Principal Arterial",50,12,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2017,6700,0.3128,0.1682,1,0,0,0,0,1,1,0,0,0
"0040P",141.374,141.78,0.406000000000006,TRUE,"Other Principal Arterial",50,12,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,6700,0.3128,0.1682,1,0,0,0,0,1,1,0,0,0
"0040P",141.78,141.835,0.0550000000000068,TRUE,"Other Principal Arterial",50,12,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,8500,0.283401031,0.152325648,1,0,0,0,0,1,0,0,0,0
