"ID","HHCODE","PERCODE","DATE","ACT_TOT","ACT_MAND","ACT_SEMI","ACT_DISC","MODE_TOT","MODE_ACT","MODE_PUB","MODE_PRI","DIST_TOT","DIST_ACT","DIST_PUB","DIST_PRI","TIME_TOT","TIME_ACT","TIME_PUB","TIME_PRI","STAYHOME","NOMO_ACT","NOMO_PUB","NOMO_PRI","HTYPE2","HHINC3","HHKIDS2","HHNPER","HHBIKES2","HHNVEH","AGE3","RACE1","GEND2","EDUC3","STUDENT2","WORKER"
"1033_2",1033,2,2019-01-29,1,0,1,0,2,NA,NA,2,5.38231726715979,NA,NA,5.38231726715979,20,NA,NA,20,FALSE,TRUE,TRUE,FALSE,"Single-family","$35,000 to $74,999",0,2,1,2,"55 years and over","White-alone","Female","Less than bachelor","No","No"
"1033_2",1033,2,2019-01-30,3,0,1,2,5,NA,NA,5,8.84956851984411,NA,NA,8.84956851984411,25,NA,NA,25,FALSE,TRUE,TRUE,FALSE,"Single-family","$35,000 to $74,999",0,2,1,2,"55 years and over","White-alone","Female","Less than bachelor","No","No"
"1033_2",1033,2,2019-02-21,3,0,2,1,5,NA,NA,5,8.73772170524139,NA,NA,8.73772170524139,20,NA,NA,20,FALSE,TRUE,TRUE,FALSE,"Single-family","$35,000 to $74,999",0,2,1,2,"55 years and over","White-alone","Female","Less than bachelor","No","No"
"1033_2",1033,2,2019-02-22,1,0,1,0,2,NA,NA,2,3.40884236061401,NA,NA,3.40884236061401,10,NA,NA,10,FALSE,TRUE,TRUE,FALSE,"Single-family","$35,000 to $74,999",0,2,1,2,"55 years and over","White-alone","Female","Less than bachelor","No","No"
"1034_1",1034,1,2019-01-14,3,3,0,0,4,NA,NA,4,2.92355145947666,NA,NA,2.92355145947666,55,NA,NA,55,FALSE,TRUE,TRUE,FALSE,"Multi-family","$35,000 to $74,999",0,2,1,2,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","Yes"
"1034_1",1034,1,2019-01-15,4,2,1,1,5,NA,NA,5,7.90508430764336,NA,NA,7.90508430764336,40,NA,NA,40,FALSE,TRUE,TRUE,FALSE,"Multi-family","$35,000 to $74,999",0,2,1,2,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","Yes"
"1034_1",1034,1,2019-01-30,4,3,0,1,6,NA,NA,6,11.9067147856518,NA,NA,11.9067147856518,70,NA,NA,70,FALSE,TRUE,TRUE,FALSE,"Multi-family","$35,000 to $74,999",0,2,1,2,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","Yes"
"1034_1",1034,1,2019-02-05,5,2,0,3,8,NA,NA,8,9.31311142925316,NA,NA,9.31311142925316,55,NA,NA,55,FALSE,TRUE,TRUE,FALSE,"Multi-family","$35,000 to $74,999",0,2,1,2,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","Yes"
"1034_1",1034,1,2019-02-21,4,3,0,1,5,NA,NA,5,12.8804034438877,NA,NA,12.8804034438877,55,NA,NA,55,FALSE,TRUE,TRUE,FALSE,"Multi-family","$35,000 to $74,999",0,2,1,2,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","Yes"
"1034_2",1034,2,2019-01-14,4,3,1,0,5,2,NA,3,6.32928696412948,0,NA,6.32928696412948,40,10,NA,30,FALSE,FALSE,TRUE,FALSE,"Multi-family","$35,000 to $74,999",0,2,1,2,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","Yes"
"1034_2",1034,2,2019-01-15,4,2,0,2,7,3,NA,4,7.34336474986081,0.309442853734192,NA,7.03392189612662,60,20,NA,40,FALSE,FALSE,TRUE,FALSE,"Multi-family","$35,000 to $74,999",0,2,1,2,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","Yes"
"1034_2",1034,2,2019-01-30,5,4,0,1,7,3,NA,4,6.80525729738328,0,NA,6.80525729738328,95,35,NA,60,FALSE,FALSE,TRUE,FALSE,"Multi-family","$35,000 to $74,999",0,2,1,2,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","Yes"
"1034_2",1034,2,2019-02-05,5,3,0,2,7,2,NA,5,7.89887059572099,0,NA,7.89887059572099,85,25,NA,60,FALSE,FALSE,TRUE,FALSE,"Multi-family","$35,000 to $74,999",0,2,1,2,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","Yes"
"1036_1",1036,1,2019-01-14,1,1,0,0,2,NA,NA,2,4.55340809671518,NA,NA,4.55340809671518,60,NA,NA,60,FALSE,TRUE,TRUE,FALSE,"Multi-family","$35,000 to $74,999",0,2,0,2,"18 to 34 years","White-alone","Male","Bachelor or higher","Yes","Yes"
"1036_1",1036,1,2019-01-16,1,1,0,0,2,NA,NA,2,4.55340809671518,NA,NA,4.55340809671518,65,NA,NA,65,FALSE,TRUE,TRUE,FALSE,"Multi-family","$35,000 to $74,999",0,2,0,2,"18 to 34 years","White-alone","Male","Bachelor or higher","Yes","Yes"
"1036_1",1036,1,2019-01-29,2,2,0,0,3,NA,NA,3,5.40095840292691,NA,NA,5.40095840292691,40,NA,NA,40,FALSE,TRUE,TRUE,FALSE,"Multi-family","$35,000 to $74,999",0,2,0,2,"18 to 34 years","White-alone","Male","Bachelor or higher","Yes","Yes"
"1036_1",1036,1,2019-01-30,2,2,0,0,3,NA,NA,3,5.47428020361091,NA,NA,5.47428020361091,80,NA,NA,80,FALSE,TRUE,TRUE,FALSE,"Multi-family","$35,000 to $74,999",0,2,0,2,"18 to 34 years","White-alone","Male","Bachelor or higher","Yes","Yes"
"1036_1",1036,1,2019-02-21,3,2,1,0,4,NA,NA,4,5.45377495426708,NA,NA,5.45377495426708,100,NA,NA,100,FALSE,TRUE,TRUE,FALSE,"Multi-family","$35,000 to $74,999",0,2,0,2,"18 to 34 years","White-alone","Male","Bachelor or higher","Yes","Yes"
"1036_1",1036,1,2019-02-22,1,1,0,0,2,NA,NA,2,4.55340809671518,NA,NA,4.55340809671518,65,NA,NA,65,FALSE,TRUE,TRUE,FALSE,"Multi-family","$35,000 to $74,999",0,2,0,2,"18 to 34 years","White-alone","Male","Bachelor or higher","Yes","Yes"
"1036_2",1036,2,2019-01-14,1,1,0,0,2,NA,NA,2,2.68929452000318,NA,NA,2.68929452000318,25,NA,NA,25,FALSE,TRUE,TRUE,FALSE,"Multi-family","$35,000 to $74,999",0,2,0,2,"18 to 34 years","White-alone","Female","Less than bachelor","No","Yes"
"1036_2",1036,2,2019-01-15,1,1,0,0,2,NA,NA,2,2.68929452000318,NA,NA,2.68929452000318,25,NA,NA,25,FALSE,TRUE,TRUE,FALSE,"Multi-family","$35,000 to $74,999",0,2,0,2,"18 to 34 years","White-alone","Female","Less than bachelor","No","Yes"
"1036_2",1036,2,2019-01-29,1,1,0,0,2,NA,NA,2,2.68929452000318,NA,NA,2.68929452000318,20,NA,NA,20,FALSE,TRUE,TRUE,FALSE,"Multi-family","$35,000 to $74,999",0,2,0,2,"18 to 34 years","White-alone","Female","Less than bachelor","No","Yes"
"1036_2",1036,2,2019-01-30,1,1,0,0,2,NA,NA,2,2.68929452000318,NA,NA,2.68929452000318,10,NA,NA,10,FALSE,TRUE,TRUE,FALSE,"Multi-family","$35,000 to $74,999",0,2,0,2,"18 to 34 years","White-alone","Female","Less than bachelor","No","Yes"
"1036_2",1036,2,2019-02-21,1,0,1,0,2,NA,NA,2,2.27421856358864,NA,NA,2.27421856358864,20,NA,NA,20,FALSE,TRUE,TRUE,FALSE,"Multi-family","$35,000 to $74,999",0,2,0,2,"18 to 34 years","White-alone","Female","Less than bachelor","No","Yes"
"1036_2",1036,2,2019-02-22,1,1,0,0,2,NA,NA,2,2.68929452000318,NA,NA,2.68929452000318,15,NA,NA,15,FALSE,TRUE,TRUE,FALSE,"Multi-family","$35,000 to $74,999",0,2,0,2,"18 to 34 years","White-alone","Female","Less than bachelor","No","Yes"
"1037_1",1037,1,2019-01-14,1,1,0,0,2,NA,NA,2,25.3333035075161,NA,NA,25.3333035075161,65,NA,NA,65,FALSE,TRUE,TRUE,FALSE,"Single-family","Unknown",0,2,2,2,"55 years and over","White-alone","Male","Less than bachelor","No","Yes"
"1037_1",1037,1,2019-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Unknown",0,2,2,2,"55 years and over","White-alone","Male","Less than bachelor","No","Yes"
"1037_1",1037,1,2019-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Unknown",0,2,2,2,"55 years and over","White-alone","Male","Less than bachelor","No","Yes"
"1037_1",1037,1,2019-01-30,3,0,0,3,4,NA,NA,4,26.6804362522866,NA,NA,26.6804362522866,80,NA,NA,80,FALSE,TRUE,TRUE,FALSE,"Single-family","Unknown",0,2,2,2,"55 years and over","White-alone","Male","Less than bachelor","No","Yes"
"1037_1",1037,1,2019-02-21,2,1,1,0,3,NA,NA,3,26.6549600334049,NA,NA,26.6549600334049,55,NA,NA,55,FALSE,TRUE,TRUE,FALSE,"Single-family","Unknown",0,2,2,2,"55 years and over","White-alone","Male","Less than bachelor","No","Yes"
"1037_1",1037,1,2019-02-22,0,0,0,0,1,NA,NA,1,0,NA,NA,0,30,NA,NA,30,FALSE,TRUE,TRUE,FALSE,"Single-family","Unknown",0,2,2,2,"55 years and over","White-alone","Male","Less than bachelor","No","Yes"
"1037_2",1037,2,2019-01-14,2,2,0,0,4,NA,NA,4,2.99128091943053,NA,NA,2.99128091943053,20,NA,NA,20,FALSE,TRUE,TRUE,FALSE,"Single-family","Unknown",0,2,2,2,"55 years and over","White-alone","Female","Less than bachelor","No","Yes"
"1037_2",1037,2,2019-01-15,3,2,1,0,5,NA,NA,5,3.45668794241629,NA,NA,3.45668794241629,30,NA,NA,30,FALSE,TRUE,TRUE,FALSE,"Single-family","Unknown",0,2,2,2,"55 years and over","White-alone","Female","Less than bachelor","No","Yes"
"1037_2",1037,2,2019-01-29,3,2,1,0,5,NA,NA,5,27.59509464726,NA,NA,27.59509464726,85,NA,NA,85,FALSE,TRUE,TRUE,FALSE,"Single-family","Unknown",0,2,2,2,"55 years and over","White-alone","Female","Less than bachelor","No","Yes"
"1037_2",1037,2,2019-01-30,3,2,0,1,5,NA,NA,5,3.45482382883958,NA,NA,3.45482382883958,30,NA,NA,30,FALSE,TRUE,TRUE,FALSE,"Single-family","Unknown",0,2,2,2,"55 years and over","White-alone","Female","Less than bachelor","No","Yes"
"1037_2",1037,2,2019-02-21,3,2,1,0,6,NA,NA,6,4.95232840213155,NA,NA,4.95232840213155,35,NA,NA,35,FALSE,TRUE,TRUE,FALSE,"Single-family","Unknown",0,2,2,2,"55 years and over","White-alone","Female","Less than bachelor","No","Yes"
"1037_2",1037,2,2019-02-22,11,2,1,8,14,NA,NA,14,33.4950141175535,NA,NA,33.4950141175535,105,NA,NA,105,FALSE,TRUE,TRUE,FALSE,"Single-family","Unknown",0,2,2,2,"55 years and over","White-alone","Female","Less than bachelor","No","Yes"
"1038_1",1038,1,2019-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Multi-family","Less than $35,000",0,2,1,1,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","No"
"1038_1",1038,1,2019-01-15,1,1,0,0,2,2,NA,NA,2.67562435377396,2.67562435377396,NA,NA,75,75,NA,NA,FALSE,FALSE,TRUE,TRUE,"Multi-family","Less than $35,000",0,2,1,1,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","No"
"1038_1",1038,1,2019-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Multi-family","Less than $35,000",0,2,1,1,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","No"
"1038_1",1038,1,2019-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Multi-family","Less than $35,000",0,2,1,1,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","No"
"1038_1",1038,1,2019-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Multi-family","Less than $35,000",0,2,1,1,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","No"
"1038_1",1038,1,2019-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Multi-family","Less than $35,000",0,2,1,1,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","No"
"1038_2",1038,2,2019-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Multi-family","Less than $35,000",0,2,1,1,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","No"
"1038_2",1038,2,2019-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Multi-family","Less than $35,000",0,2,1,1,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","No"
"1038_2",1038,2,2019-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Multi-family","Less than $35,000",0,2,1,1,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","No"
"1038_2",1038,2,2019-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Multi-family","Less than $35,000",0,2,1,1,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","No"
"1038_2",1038,2,2019-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Multi-family","Less than $35,000",0,2,1,1,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","No"
"1038_2",1038,2,2019-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Multi-family","Less than $35,000",0,2,1,1,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","No"
"1039_1",1039,1,2019-01-14,4,2,2,0,8,NA,NA,8,121.453213234709,NA,NA,121.453213234709,170,NA,NA,170,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",1,3,6,3,"35 to 54 years","White-alone","Male","Bachelor or higher","No","Yes"
"1039_1",1039,1,2019-01-15,3,1,2,0,8,NA,NA,8,118.2761423288,NA,NA,118.2761423288,130,NA,NA,130,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",1,3,6,3,"35 to 54 years","White-alone","Male","Bachelor or higher","No","Yes"
"1039_1",1039,1,2019-01-29,1,1,0,0,4,NA,NA,4,117.296239958642,NA,NA,117.296239958642,150,NA,NA,150,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",1,3,6,3,"35 to 54 years","White-alone","Male","Bachelor or higher","No","Yes"
"1039_1",1039,1,2019-02-21,2,1,0,1,7,1,NA,6,118.220840292691,0.0118060526525093,NA,118.209034240038,180,0,NA,180,FALSE,FALSE,TRUE,FALSE,"Single-family","$75,000 or more",1,3,6,3,"35 to 54 years","White-alone","Male","Bachelor or higher","No","Yes"
"1039_1",1039,1,2019-02-22,5,1,2,2,11,NA,NA,11,122.044137238527,NA,NA,122.044137238527,180,NA,NA,180,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",1,3,6,3,"35 to 54 years","White-alone","Male","Bachelor or higher","No","Yes"
"1039_2",1039,2,2019-01-14,10,6,4,0,14,NA,NA,14,17.6220870118508,NA,NA,17.6220870118508,115,NA,NA,115,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",1,3,6,3,"35 to 54 years","White-alone","Female","Bachelor or higher","No","No"
"1040_1",1040,1,2019-01-15,5,3,1,1,7,1,NA,6,10.3601218881731,0.818967231368806,NA,9.54115465680426,95,20,NA,75,FALSE,FALSE,TRUE,FALSE,"Multi-family","Less than $35,000",0,1,0,2,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","Yes"
"1041_1",1041,1,2019-01-14,2,0,1,1,3,NA,NA,3,3.421891155651,NA,NA,3.421891155651,15,NA,NA,15,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",0,2,3,2,"35 to 54 years","White-alone","Female","Bachelor or higher","No","No"
"1041_1",1041,1,2019-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","$75,000 or more",0,2,3,2,"35 to 54 years","White-alone","Female","Bachelor or higher","No","No"
"1041_1",1041,1,2019-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","$75,000 or more",0,2,3,2,"35 to 54 years","White-alone","Female","Bachelor or higher","No","No"
"1041_1",1041,1,2019-01-30,2,0,2,0,4,NA,NA,4,12.9344627376123,NA,NA,12.9344627376123,40,NA,NA,40,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",0,2,3,2,"35 to 54 years","White-alone","Female","Bachelor or higher","No","No"
"1041_1",1041,1,2019-02-25,1,0,0,1,2,NA,NA,2,2.73154776107532,NA,NA,2.73154776107532,10,NA,NA,10,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",0,2,3,2,"35 to 54 years","White-alone","Female","Bachelor or higher","No","No"
"1041_1",1041,1,2019-02-26,5,0,3,2,7,NA,NA,7,15.6032520082717,NA,NA,15.6032520082717,60,NA,NA,60,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",0,2,3,2,"35 to 54 years","White-alone","Female","Bachelor or higher","No","No"
"1041_2",1041,2,2019-01-14,1,1,0,0,2,NA,NA,2,7.94112383679313,NA,NA,7.94112383679313,20,NA,NA,20,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",0,2,3,2,"55 years and over","White-alone","Male","Bachelor or higher","No","Yes"
"1041_2",1041,2,2019-01-15,1,1,0,0,2,NA,NA,2,7.94112383679313,NA,NA,7.94112383679313,20,NA,NA,20,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",0,2,3,2,"55 years and over","White-alone","Male","Bachelor or higher","No","Yes"
"1041_2",1041,2,2019-01-29,1,1,0,0,2,NA,NA,2,7.94112383679313,NA,NA,7.94112383679313,20,NA,NA,20,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",0,2,3,2,"55 years and over","White-alone","Male","Bachelor or higher","No","Yes"
"1041_2",1041,2,2019-01-30,2,1,1,0,4,NA,NA,4,14.2492841803865,NA,NA,14.2492841803865,40,NA,NA,40,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",0,2,3,2,"55 years and over","White-alone","Male","Bachelor or higher","No","Yes"
"1041_2",1041,2,2019-02-25,1,1,0,0,2,NA,NA,2,7.94112383679313,NA,NA,7.94112383679313,20,NA,NA,20,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",0,2,3,2,"55 years and over","White-alone","Male","Bachelor or higher","No","Yes"
"1041_2",1041,2,2019-02-26,3,2,1,0,5,NA,NA,5,93.9084496540205,NA,NA,93.9084496540205,155,NA,NA,155,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",0,2,3,2,"55 years and over","White-alone","Male","Bachelor or higher","No","Yes"
"1042_1",1042,1,2019-01-14,5,2,1,2,6,NA,NA,6,18.7809442853734,NA,NA,18.7809442853734,55,NA,NA,55,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",2,3,2,4,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1042_1",1042,1,2019-01-15,6,2,2,2,9,NA,NA,9,31.4146633659429,NA,NA,31.4146633659429,115,NA,NA,115,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",2,3,2,4,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1042_1",1042,1,2019-01-29,12,2,7,3,14,NA,NA,14,37.5681022826692,NA,NA,37.5681022826692,120,NA,NA,120,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",2,3,2,4,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1042_1",1042,1,2019-01-30,8,2,2,4,9,NA,NA,9,22.2015926986399,NA,NA,22.2015926986399,70,NA,NA,70,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",2,3,2,4,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1042_1",1042,1,2019-02-21,5,2,0,3,6,NA,NA,6,16.2830320925793,NA,NA,16.2830320925793,45,NA,NA,45,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",2,3,2,4,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1042_1",1042,1,2019-02-22,10,2,1,7,14,NA,NA,14,55.8724548635966,NA,NA,55.8724548635966,155,NA,NA,155,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",2,3,2,4,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1042_2",1042,2,2019-01-14,3,2,0,1,4,NA,NA,4,15.5119104430128,NA,NA,15.5119104430128,50,NA,NA,50,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",2,3,2,4,"35 to 54 years","White-alone","Male","Bachelor or higher","No","Yes"
"1042_2",1042,2,2019-01-15,4,2,1,1,6,NA,NA,6,22.0052394018929,NA,NA,22.0052394018929,65,NA,NA,65,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",2,3,2,4,"35 to 54 years","White-alone","Male","Bachelor or higher","No","Yes"
"1042_2",1042,2,2019-01-29,5,2,2,1,6,NA,NA,6,20.0528911158832,NA,NA,20.0528911158832,50,NA,NA,50,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",2,3,2,4,"35 to 54 years","White-alone","Male","Bachelor or higher","No","Yes"
"1042_2",1042,2,2019-01-30,6,2,3,1,8,NA,NA,8,28.6899506879822,NA,NA,28.6899506879822,135,NA,NA,135,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",2,3,2,4,"35 to 54 years","White-alone","Male","Bachelor or higher","No","Yes"
"1042_2",1042,2,2019-02-21,7,2,4,1,9,NA,NA,9,19.4327626660304,NA,NA,19.4327626660304,60,NA,NA,60,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",2,3,2,4,"35 to 54 years","White-alone","Male","Bachelor or higher","No","Yes"
"1042_2",1042,2,2019-02-22,7,1,1,5,10,NA,NA,10,39.9032152230971,NA,NA,39.9032152230971,100,NA,NA,100,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",2,3,2,4,"35 to 54 years","White-alone","Male","Bachelor or higher","No","Yes"
"1043_1",1043,1,2019-01-14,4,1,3,0,7,NA,NA,7,15.9524626183091,NA,NA,15.9524626183091,60,NA,NA,60,FALSE,TRUE,TRUE,FALSE,"Single-family","Less than $35,000",1,2,1,3,"18 to 34 years","Non-white/Multiple","Male","Bachelor or higher","Yes","Yes"
"1043_1",1043,1,2019-01-15,3,1,1,1,5,NA,NA,5,12.043416447944,NA,NA,12.043416447944,55,NA,NA,55,FALSE,TRUE,TRUE,FALSE,"Single-family","Less than $35,000",1,2,1,3,"18 to 34 years","Non-white/Multiple","Male","Bachelor or higher","Yes","Yes"
"1043_1",1043,1,2019-01-16,5,2,1,2,8,NA,NA,8,16.7844786447149,NA,NA,16.7844786447149,60,NA,NA,60,FALSE,TRUE,TRUE,FALSE,"Single-family","Less than $35,000",1,2,1,3,"18 to 34 years","Non-white/Multiple","Male","Bachelor or higher","Yes","Yes"
"1043_1",1043,1,2019-01-17,2,0,2,0,4,NA,NA,4,11.3425097431003,NA,NA,11.3425097431003,45,NA,NA,45,FALSE,TRUE,TRUE,FALSE,"Single-family","Less than $35,000",1,2,1,3,"18 to 34 years","Non-white/Multiple","Male","Bachelor or higher","Yes","Yes"
"1043_2",1043,2,2019-01-14,2,1,1,0,4,NA,NA,4,9.46037640181341,NA,NA,9.46037640181341,40,NA,NA,40,FALSE,TRUE,TRUE,FALSE,"Single-family","Less than $35,000",1,2,1,3,"35 to 54 years","Non-white/Multiple","Female","Bachelor or higher","No","Yes"
"1043_2",1043,2,2019-01-15,2,0,2,0,4,NA,NA,4,11.8911805058459,NA,NA,11.8911805058459,50,NA,NA,50,FALSE,TRUE,TRUE,FALSE,"Single-family","Less than $35,000",1,2,1,3,"35 to 54 years","Non-white/Multiple","Female","Bachelor or higher","No","Yes"
"1044_1",1044,1,2019-01-14,1,0,0,1,2,NA,NA,2,12.7548864630558,NA,NA,12.7548864630558,45,NA,NA,45,FALSE,TRUE,TRUE,FALSE,"Single-family","$35,000 to $74,999",0,1,0,1,"55 years and over","White-alone","Female","Bachelor or higher","No","No"
"1044_1",1044,1,2019-01-16,2,0,0,2,4,NA,NA,4,17.9104032450489,NA,NA,17.9104032450489,60,NA,NA,60,FALSE,TRUE,TRUE,FALSE,"Single-family","$35,000 to $74,999",0,1,0,1,"55 years and over","White-alone","Female","Bachelor or higher","No","No"
"1044_1",1044,1,2019-01-29,2,0,0,2,4,NA,NA,4,24.3310317744373,NA,NA,24.3310317744373,85,NA,NA,85,FALSE,TRUE,TRUE,FALSE,"Single-family","$35,000 to $74,999",0,1,0,1,"55 years and over","White-alone","Female","Bachelor or higher","No","No"
"1044_1",1044,1,2019-01-30,3,0,0,3,5,NA,NA,5,39.4962170921817,NA,NA,39.4962170921817,120,NA,NA,120,FALSE,TRUE,TRUE,FALSE,"Single-family","$35,000 to $74,999",0,1,0,1,"55 years and over","White-alone","Female","Bachelor or higher","No","No"
"1044_1",1044,1,2019-02-21,3,0,0,3,5,NA,NA,5,21.4677533206076,NA,NA,21.4677533206076,100,NA,NA,100,FALSE,TRUE,TRUE,FALSE,"Single-family","$35,000 to $74,999",0,1,0,1,"55 years and over","White-alone","Female","Bachelor or higher","No","No"
"1044_1",1044,1,2019-02-22,3,0,1,2,5,NA,NA,5,17.5419301280522,NA,NA,17.5419301280522,65,NA,NA,65,FALSE,TRUE,TRUE,FALSE,"Single-family","$35,000 to $74,999",0,1,0,1,"55 years and over","White-alone","Female","Bachelor or higher","No","No"
"1045_1",1045,1,2019-01-14,5,1,3,1,8,NA,NA,8,28.5575986240356,NA,NA,28.5575986240356,95,NA,NA,95,FALSE,TRUE,TRUE,FALSE,"Single-family","$35,000 to $74,999",3,2,6,2,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1045_1",1045,1,2019-02-05,2,1,1,0,3,NA,NA,3,6.67166249105225,NA,NA,6.67166249105225,30,NA,NA,30,FALSE,TRUE,TRUE,FALSE,"Single-family","$35,000 to $74,999",3,2,6,2,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1045_1",1045,1,2019-02-25,8,1,6,1,10,1,NA,9,15.5311729499722,0.786655929372465,NA,14.7445170205997,115,5,NA,110,FALSE,FALSE,TRUE,FALSE,"Single-family","$35,000 to $74,999",3,2,6,2,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1045_1",1045,1,2019-03-02,3,0,0,3,2,NA,NA,2,37.6588224767359,NA,NA,37.6588224767359,50,NA,NA,50,FALSE,TRUE,TRUE,FALSE,"Single-family","$35,000 to $74,999",3,2,6,2,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
